"Dataset.Name","dataset.index","ID","Species","Treatment","Patients","Cells","Platform","Pri...Meta","PMID","major.cts","minor.cts","malignant.cts","endo.ist","folder_size","ISCVAM_simple","pipeline_interactively","pipeline_without_targets_HPC","pipeline_without_targets_Mac","Number_of_cells","gse_only","cancer.type","glioma.in.gaby","notes","running.time.job.array","JobID","outputFile.name","dataset.name","numb.of.cells","running.time","JobName","Partition","Account","AllocCPUS","State","ExitCode","Elapsed","MaxRSS","MaxVMSize","ReqMem","TotalCPU","file.size","date.modification","time.modification","file.name","State_h5","secondStage_JobID","secondStage_batch.job","secondStage_JobName","secondStage_AllocCPUS","secondStage_State","secondStage_Elapsed","secondStage_ReqMem","secondStage_ReqTRES","secondStage_TotalCPU","secondStage_date.process","secondStage_State_clean","secondStage_ReqMem_clean","secondStage_ReqTRES_clean","secondStage_CPU.time.used","secondStage_DiskSpaceUsed_clean","secondStage_PhysicalMemoryUsed_clean","secondStage_VirtualMemoryUsed_clean","secondStage_h5.name","h5_fileSize","h5_filename","secondStage_h5.completed"
"SCC_GSE123813_aPD1",128,"T010072","Human","Immunotherapy",4,"25,891","10x Genomics","Metastatic","31359002","CD4Tconv, CD8T, CD8Tex, Tprolif, Treg","CD4Tn, CD8Tcm, CD8Teff, CD8Tem, CD8Tex, CD8Tn, Tfh, Th1, Th17, Tprolif, Treg","Immune cells",FALSE,390.5,NA,NA,"",NA,25891,"GSE123813","SCC",FALSE,"",NA,"7594515_128","array_7594515_128.out","SCC_GSE123813_aPD1","25891","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","0:59:39",NA,NA,"24000M","59:41.3","141M","16-Aug","15:29","SCC_GSE123813_aPD1.pipeline.h5","COMPLETED","7724024_128",7724024,"array",24,"COMPLETED","0:26:27","48000M","billing=2+","27:30.8",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:27:30 cpu=00:00:00"," fs/disk=1880174972 fs/disk=2332"," mem=26854932K mem=0"," vmem=30655220K vmem=0","SCC_GSE123813_aPD1.secondStage.h5","160M","SCC_GSE123813_aPD1.secondStage.h5","yes"
"SCC_GSE144236",129,"T020176","Human","None",10,"26,232","10x Genomics","Primary","32579974","B, CD8Tex, DC, Endothelial, Epithelial, Fibroblasts, Melanocytes, Mono/Macro","B, CD8Tex, cDC1, cDC2, Endothelial, Epithelial, Fibroblasts, M1, Melanocytes","Immune cells, Stromal cells",TRUE,629.4,NA,NA,"",NA,26232,"GSE144236","SCC",FALSE,"",NA,"7594515_129","array_7594515_129.out","SCC_GSE144236","26232","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","0:59:32",NA,NA,"24000M","59:33.5","224M","16-Aug","15:29","SCC_GSE144236.pipeline.h5","COMPLETED","7724024_129",7724024,"array",24,"COMPLETED","0:29:16","48000M","billing=2+","30:33.0",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:30:33 cpu=00:00:00"," fs/disk=2129369688 fs/disk=2332"," mem=34987756K mem=0"," vmem=39000748K vmem=0","SCC_GSE144236.secondStage.h5","262M","SCC_GSE144236.secondStage.h5","yes"
"BRCA_GSE136206_mouse_aPD1aCTLA4",130,"T010011","Mouse","Immunotherapy",NA,"27,532","10x Genomics","Primary","31730857","0","0","Immune cells, Malignant cells, Stromal cells",FALSE,0,NA,NA,"",NA,27532,"GSE136206","BRCA",FALSE,"",NA,"7594515_130","array_7594515_130.out","BRCA_GSE136206_mouse_aPD1aCTLA4","27532","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","0:49:59",NA,NA,"24000M","49:55.6","197M","16-Aug","15:29","BRCA_GSE136206_mouse_aPD1aCTLA4.pipeline.h5","COMPLETED","7724024_130",7724024,"array",24,"COMPLETED","0:27:40","48000M","billing=2+","28:37.9",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:28:37 cpu=00:00:00"," fs/disk=2089046144 fs/disk=2332"," mem=33105840K mem=0"," vmem=37304136K vmem=0","BRCA_GSE136206_mouse_aPD1aCTLA4.secondStage.h5","234M","BRCA_GSE136206_mouse_aPD1aCTLA4.secondStage.h5","yes"
"KIRC_GSE159115",131,"T020119","Human","None",8,"27,669","10x Genomics","Primary","34099557","CD8T, Endothelial, Epithelial, Erythroblasts, Malignant, Mono/Macro, Pericytes, Plasma","CD8T, Endothelial, Epithelial, Erythroblasts, Malignant, Mono/Macro, Pericytes, Plasma","Immune cells, Malignant cells, Stromal cells",TRUE,526,NA,NA,"",NA,27669,"GSE159115","KIRC",FALSE,"",NA,"7594525_131","array_7594525_131.out","KIRC_GSE159115","27669","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:10:13",NA,NA,"24000M","1:10:11","210M","16-Aug","15:29","KIRC_GSE159115.pipeline.h5","COMPLETED","7724024_131",7724024,"array",24,"COMPLETED","0:28:52","48000M","billing=2+","30:03.8",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:30:04 cpu=00:00:00"," fs/disk=2318599691 fs/disk=2332"," mem=33075444K mem=0"," vmem=37462420K vmem=0","KIRC_GSE159115.secondStage.h5","273M","KIRC_GSE159115.secondStage.h5","yes"
"SKCM_GSE148190",132,"T010077","Human","None",3,"27,834","10x Genomics","Metastatic","32539073","B, CD4Tconv, CD8T, CD8Tex, Mono/Macro, NK, Treg","B, CD4Tn, CD8Tcm, CD8Teff, CD8Tem, CD8Tex, CD8Tn, M1, MAIT, NK, Others, Th17, Treg","Immune cells, Others",FALSE,301.8,NA,NA,"",NA,27834,"GSE148190","SKCM",FALSE,"",NA,"7594525_132","array_7594525_132.out","SKCM_GSE148190","27834","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","0:59:57",NA,NA,"24000M","1:00:11","112M","16-Aug","15:29","SKCM_GSE148190.pipeline.h5","COMPLETED","7724024_132",7724024,"array",24,"COMPLETED","0:21:40","48000M","billing=2+","22:25.7",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:22:24 cpu=00:00:00"," fs/disk=1896956341 fs/disk=2332"," mem=25288684K mem=0"," vmem=29026760K vmem=0","SKCM_GSE148190.secondStage.h5","133M","SKCM_GSE148190.secondStage.h5","yes"
"BRCA_GSE114727_10X",133,"T010009","Human","None",3,"28,678","10x Genomics","Primary","29961579","CD4Tconv, CD8T, CD8Tex, Tprolif, Treg","CD4Tn, CD8Tcm, CD8Tem, CD8Tex, CD8Tn, Others, Tfh, Th1, Th17, Tprolif, Treg","Immune cells",FALSE,425.4,NA,NA,"",NA,28678,"GSE114727","BRCA",FALSE,"",NA,"7594525_133","array_7594525_133.out","BRCA_GSE114727_10X","28678","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:02:29",NA,NA,"24000M","1:02:30","146M","16-Aug","15:29","BRCA_GSE114727_10X.pipeline.h5","COMPLETED","7724024_133",7724024,"array",24,"COMPLETED","0:29:12","48000M","billing=2+","30:04.1",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:30:04 cpu=00:00:00"," fs/disk=1951378792 fs/disk=2332"," mem=27882672K mem=0"," vmem=32027396K vmem=0","BRCA_GSE114727_10X.secondStage.h5","170M","BRCA_GSE114727_10X.secondStage.h5","yes"
"KIPAN_GSE154763",134,"T020116","Human","None",6,"28,930","10x Genomics","Primary","33545035","DC, Mast, Mono/Macro","DC, Mast, Mono/Macro","Immune cells",FALSE,498.9,NA,NA,"",NA,28930,"GSE154763","KIPAN",FALSE,"",NA,"7594525_134","array_7594525_134.out","KIPAN_GSE154763","28930","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","0:49:15",NA,NA,"24000M","49:15.5","169M","16-Aug","15:29","KIPAN_GSE154763.pipeline.h5","COMPLETED","7724024_134",7724024,"array",24,"COMPLETED","0:28:36","48000M","billing=2+","29:41.3",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:29:41 cpu=00:00:00"," fs/disk=2072634255 fs/disk=2332"," mem=33044408K mem=0"," vmem=37277828K vmem=0","KIPAN_GSE154763.secondStage.h5","189M","KIPAN_GSE154763.secondStage.h5","yes"
"PBMC_30K",135,"T010068","Human","None",1,"29,079","10x Genomics","Normal","None","B, CD4Tconv, CD8T, DC, Mono/Macro, NK, Plasma, Tprolif","B, CD4Tn, CD8Tcm, CD8Teff, CD8Tn, cDC2, M1, Monocyte, NK, pDC, Plasma, Tprolif","Immune cells",FALSE,206.7,NA,NA,"",NA,29079,"30K","PBMC",FALSE,"",NA,"7594525_135","array_7594525_135.out","PBMC_30K","29079","48.62542198","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:48:43",NA,NA,"24000M","48:53.6","80M","6-Aug","15:52","PBMC_30K.pipeline.h5","COMPLETED","7724024_135",7724024,"array",24,"COMPLETED","0:18:48","48000M","billing=2+","19:22.4",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:19:21 cpu=00:00:00"," fs/disk=1806750212 fs/disk=2332"," mem=19063088K mem=0"," vmem=22620392K vmem=0","PBMC_30K.secondStage.h5","96M","PBMC_30K.secondStage.h5","yes"
"CLL_GSE111014",136,"T010017","Human","Targeted therapy",4,"30,106","10x Genomics","Primary","31996669","B, CD4Tconv, CD8T, DC, Mono/Macro, Tprolif","B, CD4Tn, CD8Tcm, CD8Teff, CD8Tem, M1, Monocyte, pDC, Tprolif","Immune cells",FALSE,221.4,NA,NA,"",NA,30106,"GSE111014","CLL",FALSE,"",NA,"7594525_136","array_7594525_136.out","CLL_GSE111014","30106","41.07910914","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:41:09",NA,NA,"24000M","41:19.4","82M","6-Aug","15:51","CLL_GSE111014.pipeline.h5","COMPLETED","7724024_136",7724024,"array",24,"COMPLETED","0:19:32","48000M","billing=2+","20:00.7",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:20:01 cpu=00:00:00"," fs/disk=1907780073 fs/disk=2332"," mem=19796080K mem=0"," vmem=23508616K vmem=0","CLL_GSE111014.secondStage.h5","100M","CLL_GSE111014.secondStage.h5","yes"
"NHL_GSE128531",137,"T010055","Human","None",9,"30,497","10x Genomics","Primary","31010835","B, CD4Tconv, CD8Tex, Endothelial, Fibroblasts, Keratinocytes, Melanocytes, Mono/Macro, NK, Others, Pericytes, Secretory glandular, SMC, Tprolif","B, CD4Tn, CD8Tex, Endothelial, Fibroblasts, Keratinocytes, M1, Melanocytes, NK, Others, Pericytes, Secretory glandular, SMC, Tprolif","Immune cells, Others, Stromal cells",TRUE,527.7,NA,NA,"",NA,30497,"GSE128531","NHL",FALSE,"",NA,"7594525_137","array_7594525_137.out","NHL_GSE128531","30497","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:10:09",NA,NA,"24000M","1:10:09","212M","16-Aug","15:29","NHL_GSE128531.pipeline.h5","COMPLETED","7724024_137",7724024,"array",24,"COMPLETED","0:28:33","48000M","billing=2+","29:52.3",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:29:51 cpu=00:00:00"," fs/disk=2314167958 fs/disk=2332"," mem=33723764K mem=0"," vmem=38211604K vmem=0","NHL_GSE128531.secondStage.h5","268M","NHL_GSE128531.secondStage.h5","yes"
"NSCLC_GSE127465",138,"T010058","Human","None",7,"31,179","Smart-seq2","Primary","30979687","B, CD4Tconv, CD8Tex, DC, Endothelial, Fibroblasts, Malignant, Mast, Mono/Macro, Neutrophils, NK, Plasma","B, CD4Tn, CD8Tex, cDC2, Endothelial, Fibroblasts, M2, Malignant, Mast, Monocyte, Neutrophils, NK, Plasma","Immune cells, Malignant cells, Stromal cells",TRUE,331.7,NA,NA,"",NA,31179,"GSE127465","NSCLC",FALSE,"",NA,"7594525_138","array_7594525_138.out","NSCLC_GSE127465","31179","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:07:35",NA,NA,"24000M","1:07:37","169M","16-Aug","15:29","NSCLC_GSE127465.pipeline.h5","COMPLETED","7724024_138",7724024,"array",24,"COMPLETED","0:26:55","48000M","billing=2+","27:58.1",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:27:58 cpu=00:00:00"," fs/disk=2271091876 fs/disk=2332"," mem=29308612K mem=0"," vmem=33444304K vmem=0","NSCLC_GSE127465.secondStage.h5","226M","NSCLC_GSE127465.secondStage.h5","yes"
"MM_GSE164551",139,"T020131","Human","Immunotherapy",1,"31,250","10x Genomics","Relapsed","33558511","B, CD4Tconv, CD8T, DC, Erythrocytes, Mono/Macro, NK, Plasma, Tprolif","B, CD4Tconv, CD8T, DC, Erythrocytes, Mono/Macro, NK, Plasma, Tprolif","Immune cells, Stromal cells",FALSE,319.8,NA,NA,"",NA,31250,"GSE164551","MM",FALSE,"",NA,"7594525_139","array_7594525_139.out","MM_GSE164551","31250","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","0:53:53",NA,NA,"24000M","53:55.5","117M","16-Aug","15:29","MM_GSE164551.pipeline.h5","COMPLETED","7724024_139",7724024,"array",24,"COMPLETED","0:23:19","48000M","billing=2+","24:14.7",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:24:15 cpu=00:00:00"," fs/disk=2068931030 fs/disk=2332"," mem=26842788K mem=0"," vmem=30601172K vmem=0","MM_GSE164551.secondStage.h5","145M","MM_GSE164551.secondStage.h5","yes"
"BRCA_EMTAB8107",140,"T020088","Human","None",14,"33,043","10x Genomics","Primary","32561858","B, CD8T, CD8Tex, Endothelial, Fibroblasts, Malignant, Mast, Mono/Macro, Myofibroblasts, Plasma, Tprolif","B, CD8Tcm, CD8Tex, Endothelial, Fibroblasts, M1, Malignant, Mast, Myofibroblasts, Plasma, Tprolif","Immune cells, Malignant cells, Stromal cells",TRUE,565.5,NA,NA,"",NA,33043,"EMTAB8107","BRCA",FALSE,"",NA,"7594525_140","array_7594525_140.out","BRCA_EMTAB8107","33043","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:17:22",NA,NA,"24000M","1:17:22","213M","16-Aug","15:29","BRCA_EMTAB8107.pipeline.h5","COMPLETED","7724024_140",7724024,"array",24,"COMPLETED","0:31:07","48000M","billing=2+","32:38.8",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:32:38 cpu=00:00:00"," fs/disk=2469490668 fs/disk=2332"," mem=38913132K mem=0"," vmem=43172492K vmem=0","BRCA_EMTAB8107.secondStage.h5","269M","BRCA_EMTAB8107.secondStage.h5","yes"
"KIRC_GSE121636",141,"T020118","Human","None",3,"33,441","10x Genomics","Primary","33504936","B, CD4Tconv, CD8T, CD8Tex, DC, Mono/Macro, NK, Plasma, Tprolif, Treg","B, CD4Tn, CD8Teff, CD8Tem, CD8Tex, CD8Tn, cDC1, M1, Monocyte, NK, pDC, Plasma, Tprolif, Treg","Immune cells, Stromal cells",FALSE,363.6,NA,NA,"",NA,33441,"GSE121636","KIRC",FALSE,"",NA,"7594530_141","array_7594530_141.out","KIRC_GSE121636","25681","1.616755111","array","redwood-s+","owner-gue+",12,"COMPLETED","0:00","1:37:12",NA,NA,"125G","1:38:09","139M","6-Aug","15:51","KIRC_GSE121636.pipeline.h5","COMPLETED","7724024_141",7724024,"array",24,"COMPLETED","0:24:18","48000M","billing=2+","25:12.3",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:25:12 cpu=00:00:00"," fs/disk=1901060497 fs/disk=2332"," mem=26634036K mem=0"," vmem=30075684K vmem=0","KIRC_GSE121636.secondStage.h5","167M","KIRC_GSE121636.secondStage.h5","yes"
"PRAD_GSE141445",142,"T020167","Human","None",13,"33,441","10x Genomics","Primary, Metastatic","33420488","B, CD8Tex, Endothelial, Epithelial, Fibroblasts, Malignant, Mast, Mono/Macro","B, CD8Tex, Endothelial, Epithelial, Fibroblasts, M1, Malignant, Mast","Immune cells, Malignant cells, Stromal cells",TRUE,615.6,NA,NA,"",NA,33441,"GSE141445","PRAD",FALSE,"",NA,"7594530_142","array_7594530_142.out","PRAD_GSE141445","33440","3.287947137","array","redwood-s+","owner-gue+",12,"COMPLETED","0:00","3:17:28",NA,NA,"125G","3:19:53","235M","6-Aug","15:52","PRAD_GSE141445.pipeline.h5","COMPLETED","7724024_142",7724024,"array",24,"COMPLETED","0:37:33","48000M","billing=2+","39:22.7",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:39:22 cpu=00:00:00"," fs/disk=2667318122 fs/disk=2332"," mem=45384312K mem=0"," vmem=4887111+ vmem=0","PRAD_GSE141445.secondStage.h5","301M","PRAD_GSE141445.secondStage.h5","yes"
"CHOL_GSE138709",143,"T020093","Human","None",5,"33,990","10x Genomics","Primary","32505533","CD8T, CD8Tex, Cholangiocytes, DC, Endothelial, Fibroblasts, Hepatocyte, Malignant, Mono/Macro, NK, Plasma, Tprolif","CD8Tcm, CD8Tex, Cholangiocytes, Endothelial, Fibroblasts, Hepatocyte, M1, Malignant, Monocyte, NK, pDC, Plasma, Tprolif","Immune cells, Malignant cells, Stromal cells",TRUE,615.5,NA,NA,"",NA,33990,"GSE138709","CHOL",FALSE,"",NA,"7594530_143","array_7594530_143.out","CHOL_GSE138709","33990","2.040821352","array","redwood-s+","owner-gue+",12,"COMPLETED","0:00","2:02:34",NA,NA,"125G","2:03:54","228M","6-Aug","15:51","CHOL_GSE138709.pipeline.h5","COMPLETED","7724024_143",7724024,"array",24,"COMPLETED","0:31:28","48000M","billing=2+","33:02.9",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:33:03 cpu=00:00:00"," fs/disk=2530263948 fs/disk=2332"," mem=40768252K mem=0"," vmem=45935664K vmem=0","CHOL_GSE138709.secondStage.h5","277M","CHOL_GSE138709.secondStage.h5","yes"
"GIST_GSE162115",144,"T020174","Human","Targeted therapy",2,"35,308","10x Genomics","Primary","33393143","B, CD4Tconv, CD8T, DC, Endothelial, Malignant, Mono/Macro, NK, Plasma, SMC, Tprolif","B, CD4Tconv, CD8T, DC, Endothelial, Malignant, Mono/Macro, NK, Plasma, SMC, Tprolif","Immune cells, Malignant cells, Stromal cells",TRUE,409.6,NA,NA,"",NA,35308,"GSE162115","GIST",FALSE,"",NA,"7594530_144","array_7594530_144.out","GIST_GSE162115","35308","1.872262325","array","redwood-s+","owner-gue+",12,"COMPLETED","0:00","1:52:27",NA,NA,"125G","1:53:30","154M","6-Aug","15:51","GIST_GSE162115.pipeline.h5","COMPLETED","7724024_144",7724024,"array",24,"COMPLETED","0:27:42","48000M","billing=2+","28:55.8",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:28:55 cpu=00:00:00"," fs/disk=2319146689 fs/disk=2332"," mem=31930160K mem=0"," vmem=36652668K vmem=0","GIST_GSE162115.secondStage.h5","189M","GIST_GSE162115.secondStage.h5","yes"
"SKCM_GSE123139",145,"T010075","Human","None",25,"35,494","MARS-seq","Primary, Metastatic","30595452","B, CD4Tconv, CD8Tex, DC, Fibroblasts, Mono/Macro, Plasma, Tprolif","B, CD4Tn, CD8Tex, cDC2, Fibroblasts, M1, Monocyte, pDC, Plasma, Tprolif","Immune cells, Stromal cells",FALSE,286,NA,NA,"",NA,35494,"GSE123139","SKCM",FALSE,"",NA,"7594530_145","array_7594530_145.out","SKCM_GSE123139","found","not_complete","array","redwood-s+","owner-gue+",12,"FAILED","1:00","0:00:32",NA,NA,"125G","00:20.4",NA,NA,NA,NA,NA,"7724024_145",7724024,"array",24,"COMPLETED","0:24:20","48000M","billing=2+","25:18.8",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:25:18 cpu=00:00:00"," fs/disk=2172134425 fs/disk=2332"," mem=26188068K mem=0"," vmem=30666864K vmem=0","SKCM_GSE123139.secondStage.h5","146M","SKCM_GSE123139.secondStage.h5","yes"
"PRAD_GSE143791",146,"T020168","Human","None",16,"36,850","10x Genomics","Metastatic","34719426","B, CD4T, CD8T, DC, Endothelial, Erythroid, Malignant, Mono/Macro, NK, Osteoblasts, Osteoclasts, pDC, Pericytes, Plasma, Progenitor","B, CD4T, CD8T, DC, Endothelial, Erythroid, Malignant, Mono/Macro, NK, Osteoblasts, Osteoclasts, pDC, Pericytes, Plasma, Progenitor","Immune cells, Malignant cells, Stromal cells",TRUE,493.2,NA,NA,"",NA,36850,"GSE143791","PRAD",FALSE,"",NA,"7594682_146","array_7594682_146.out","PRAD_GSE143791","36850","2.314859565","array","redwood-s+","owner-gue+",12,"COMPLETED","0:00","2:19:05",NA,NA,"125G","2:21:26","186M","6-Aug","15:52","PRAD_GSE143791.pipeline.h5","COMPLETED","7724024_146",7724024,"array",24,"COMPLETED","0:31:54","48000M","billing=2+","33:17.0",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:33:17 cpu=00:00:00"," fs/disk=2495525795 fs/disk=2332"," mem=37278672K mem=0"," vmem=41751736K vmem=0","PRAD_GSE143791.secondStage.h5","234M","PRAD_GSE143791.secondStage.h5","yes"
"MB_GSE155446",147,"T020126","Human","None",28,"37,445","10x Genomics","Primary","34077540","CD8T, Malignant, Mono/Macro, Neutrophils","CD8T, Malignant, Mono/Macro, Neutrophils","Immune cells, Malignant cells",FALSE,706.5,NA,NA,"1hr:42mins:58sec",NA,37445,"GSE155446","MB",FALSE,"",NA,"7594682_147","array_7594682_147.out","MB_GSE155446","37445","3.471142117","array","redwood-s+","owner-gue+",12,"COMPLETED","0:00","3:28:27",NA,NA,"125G","3:30:15","251M","6-Aug","15:52","MB_GSE155446.pipeline.h5","COMPLETED","7724024_147",7724024,"array",24,"COMPLETED","0:47:46","48000M","billing=2+","49:37.9",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:49:37 cpu=00:00:00"," fs/disk=2790508623 fs/disk=2332"," mem=42567264K mem=0"," vmem=446358+ vmem=0","MB_GSE155446.secondStage.h5","314M","MB_GSE155446.secondStage.h5","yes"
"ALL_GSE132509",148,"T010002","Human","None",11,"37,936","10x Genomics","Primary","32415257","B, CD4Tconv, CD8T, Erythrocytes, Malignant, Mono/Macro, Tprolif","B, CD4Tn, CD8Tcm, CD8Tn, Erythrocytes, Malignant, Monocyte, Tprolif","Immune cells, Malignant cells, Stromal cells",FALSE,532.9,NA,NA,"",NA,37936,"GSE132509","ALL",FALSE,"",NA,"7594682_148","array_7594682_148.out","ALL_GSE132509","37936","2.465368797","array","redwood-s+","owner-gue+",12,"COMPLETED","0:00","2:28:06",NA,NA,"125G","2:29:37","196M","6-Aug","15:51","ALL_GSE132509.pipeline.h5","COMPLETED","7724024_148",7724024,"array",24,"COMPLETED","0:32:13","48000M","billing=2+","33:55.2",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:33:54 cpu=00:00:00"," fs/disk=2582447810 fs/disk=2332"," mem=37936452K mem=0"," vmem=42022780K vmem=0","ALL_GSE132509.secondStage.h5","242M","ALL_GSE132509.secondStage.h5","yes"
"AML_GSE116256",149,"T010003","Human","None",21,"38,348","Smart-seq2","Primary","30827681","B, CD4Tconv, CD8T, EryPro, GMP, HSC, Malignant, Mono/Macro, NK, Plasma, Progenitor, Promonocyte, Tprolif","B, CD4Tn, CD8Tcm, EryPro, GMP, HSC, Malignant, Monocyte, NK, Plasma, Progenitor, Promonocyte, Tprolif","Immune cells, Malignant cells",FALSE,356.5,NA,NA,"",NA,38348,"GSE116256","AML",FALSE,"",NA,"7594682_149","array_7594682_149.out","AML_GSE116256","38348","2.6662961","array","redwood-s+","owner-gue+",12,"COMPLETED","0:00","2:40:11",NA,NA,"125G","2:41:39","152M","6-Aug","15:51","AML_GSE116256.pipeline.h5","COMPLETED","7724024_149",7724024,"array",24,"COMPLETED","0:29:02","48000M","billing=2+","30:18.9",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:30:18 cpu=00:00:00"," fs/disk=2456726501 fs/disk=2332"," mem=31567768K mem=0"," vmem=36366580K vmem=0","AML_GSE116256.secondStage.h5","195M","AML_GSE116256.secondStage.h5","yes"
"SKCM_GSE139249",150,"T010076","Human","None",5,"39,884","10x Genomics","Metastatic","31801909","B, CD4Tconv, CD8T, CD8Tex, DC, Mono/Macro, Myofibroblasts, NK","B, CD4Tn, CD8Teff, CD8Tex, M1, Monocyte, Myofibroblasts, NK, pDC","Immune cells, Stromal cells",FALSE,481.9,NA,NA,"",NA,39884,"GSE139249","SKCM",FALSE,"",NA,"7594682_150","array_7594682_150.out","SKCM_GSE139249","39884","not_complete","array","redwood-s+","owner-gue+",12,"PREEMPTED","0:00","0:38:43",NA,NA,"125G","38:33.4","165M","9-Aug","14:55","SKCM_GSE139249.pipeline.h5","COMPLETED","7724024_150",7724024,"array",24,"COMPLETED","0:34:23","48000M","billing=2+","0:35:41",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:35:40 cpu=00:00:00"," fs/disk=2485576694 fs/disk=2332"," mem=39359984K mem=0"," vmem=44836072K  vmem=0 ","SKCM_GSE139249.secondStage.h5","191M","SKCM_GSE139249.secondStage.h5","yes"
"NSCLC_EMTAB6149",151,"T010056","Human","None",5,"40,218","10x Genomics","Primary","29988129","Alveolar, B, CD4Tconv, CD8T, CD8Tex, Endothelial, Fibroblasts, Malignant, Mast, Mono/Macro, Plasma, Treg","Alveolar, B, CD4Tn, CD8Tem, CD8Tex, Endothelial, Fibroblasts, M1, M2, Malignant, Mast, Monocyte, Plasma, Th17, Treg","Immune cells, Malignant cells, Others, Stromal cells",TRUE,447.6,NA,NA,"",NA,40218,"EMTAB6149","NSCLC",FALSE,"",NA,"7594808_151","array_7594808_151.out","NSCLC_EMTAB6149","40218","3.085180703","array","redwood-s+","owner-gue+",12,"COMPLETED","0:00","3:05:17",NA,NA,"125G","3:06:55","184M","6-Aug","15:52","NSCLC_EMTAB6149.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSCLC_EMTAB6149.secondStage.h5","237M","NSCLC_EMTAB6149.secondStage.h5","yes"
"STAD_GSE134520",152,"T010079","Human","None",13,"41,554","10x Genomics","Primary","31067475","CD8T, DC, Fibroblasts, Gland mucous, Malignant, Mast, Myofibroblasts, Pit mucous, Plasma","CD8Tcm, cDC2, Fibroblasts, Gland mucous, Malignant, Mast, Myofibroblasts, Pit mucous, Plasma","Immune cells, Malignant cells, Stromal cells",FALSE,476.2,NA,NA,"",NA,41554,"GSE134520","STAD",FALSE,"",NA,"7594808_152","array_7594808_152.out","STAD_GSE134520","41554","3.253374312","array","redwood-s+","owner-gue+",12,"COMPLETED","0:00","3:15:24",NA,NA,"125G","3:16:45","176M","6-Aug","15:52","STAD_GSE134520.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STAD_GSE134520.secondStage.h5","207M","STAD_GSE134520.secondStage.h5","yes"
